frame_number,frame_path,game_time,period,play_clock,imputed_game_time,imputed_period,imputed_play_clock,original_game_time,original_period,original_play_clock,imputation_confidence,imputation_method,imputation_timestamp,expected_game_time,expected_period,expected_play_clock,matched_game_time,matched_period,matched_play_clock
684,data/frames/game_6/frame_000684.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
685,data/frames/game_6/frame_000685.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
686,data/frames/game_6/frame_000686.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
687,data/frames/game_6/frame_000687.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
688,data/frames/game_6/frame_000688.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
689,data/frames/game_6/frame_000689.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
690,data/frames/game_6/frame_000690.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
691,data/frames/game_6/frame_000691.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
692,data/frames/game_6/frame_000692.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
693,data/frames/game_6/frame_000693.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
694,data/frames/game_6/frame_000694.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
695,data/frames/game_6/frame_000695.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
696,data/frames/game_6/frame_000696.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
697,data/frames/game_6/frame_000697.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
698,data/frames/game_6/frame_000698.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
699,data/frames/game_6/frame_000699.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
700,data/frames/game_6/frame_000700.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
701,data/frames/game_6/frame_000701.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
702,data/frames/game_6/frame_000702.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
703,data/frames/game_6/frame_000703.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
704,data/frames/game_6/frame_000704.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
705,data/frames/game_6/frame_000705.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
706,data/frames/game_6/frame_000706.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
707,data/frames/game_6/frame_000707.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
708,data/frames/game_6/frame_000708.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
709,data/frames/game_6/frame_000709.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
710,data/frames/game_6/frame_000710.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
711,data/frames/game_6/frame_000711.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
712,data/frames/game_6/frame_000712.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
713,data/frames/game_6/frame_000713.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
714,data/frames/game_6/frame_000714.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
715,data/frames/game_6/frame_000715.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
716,data/frames/game_6/frame_000716.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
717,data/frames/game_6/frame_000717.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
718,data/frames/game_6/frame_000718.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
719,data/frames/game_6/frame_000719.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
720,data/frames/game_6/frame_000720.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
721,data/frames/game_6/frame_000721.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
722,data/frames/game_6/frame_000722.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
723,data/frames/game_6/frame_000723.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
724,data/frames/game_6/frame_000724.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
725,data/frames/game_6/frame_000725.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
726,data/frames/game_6/frame_000726.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
727,data/frames/game_6/frame_000727.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
728,data/frames/game_6/frame_000728.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
729,data/frames/game_6/frame_000729.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
730,data/frames/game_6/frame_000730.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
731,data/frames/game_6/frame_000731.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
732,data/frames/game_6/frame_000732.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
733,data/frames/game_6/frame_000733.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
734,data/frames/game_6/frame_000734.jpg,12:07,2ND,25.0,False,False,False,12:07,2ND,25.0,0.0,,45:30.8,12:07,2ND,25.0,False,False,False
735,data/frames/game_6/frame_000735.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
736,data/frames/game_6/frame_000736.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
737,data/frames/game_6/frame_000737.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
738,data/frames/game_6/frame_000738.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
739,data/frames/game_6/frame_000739.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
740,data/frames/game_6/frame_000740.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
741,data/frames/game_6/frame_000741.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
742,data/frames/game_6/frame_000742.jpg,,,,False,False,False,,,,0.0,,45:30.8,,,,False,False,False
743,data/frames/game_6/frame_000743.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
744,data/frames/game_6/frame_000744.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
745,data/frames/game_6/frame_000745.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
746,data/frames/game_6/frame_000746.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
747,data/frames/game_6/frame_000747.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
748,data/frames/game_6/frame_000748.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
749,data/frames/game_6/frame_000749.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
750,data/frames/game_6/frame_000750.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
751,data/frames/game_6/frame_000751.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
752,data/frames/game_6/frame_000752.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
753,data/frames/game_6/frame_000753.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
754,data/frames/game_6/frame_000754.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
755,data/frames/game_6/frame_000755.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
756,data/frames/game_6/frame_000756.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
757,data/frames/game_6/frame_000757.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
758,data/frames/game_6/frame_000758.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
759,data/frames/game_6/frame_000759.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
760,data/frames/game_6/frame_000760.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
761,data/frames/game_6/frame_000761.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
762,data/frames/game_6/frame_000762.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
763,data/frames/game_6/frame_000763.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
764,data/frames/game_6/frame_000764.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
765,data/frames/game_6/frame_000765.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
766,data/frames/game_6/frame_000766.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
767,data/frames/game_6/frame_000767.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
768,data/frames/game_6/frame_000768.jpg,,2ND,18.0,False,False,False,,2ND,18.0,0.0,,45:30.8,,2ND,18.0,False,False,False
769,data/frames/game_6/frame_000769.jpg,,2ND,18.0,False,False,False,,2ND,18.0,0.0,,45:30.8,,2ND,18.0,False,False,False
770,data/frames/game_6/frame_000770.jpg,0:00,,,False,False,False,0:00,,,0.0,,45:30.8,0:00,,,False,False,False
771,data/frames/game_6/frame_000771.jpg,,2ND,17.0,False,False,False,,2ND,17.0,0.0,,45:30.8,,2ND,17.0,False,False,False
772,data/frames/game_6/frame_000772.jpg,,2ND,16.0,False,False,False,,2ND,16.0,0.0,,45:30.8,,2ND,16.0,False,False,False
773,data/frames/game_6/frame_000773.jpg,,2ND,16.0,False,False,False,,2ND,16.0,0.0,,45:30.8,,2ND,16.0,False,False,False
774,data/frames/game_6/frame_000774.jpg,,2ND,15.0,False,False,False,,2ND,15.0,0.0,,45:30.8,,2ND,15.0,False,False,False
775,data/frames/game_6/frame_000775.jpg,,2ND,15.0,False,False,False,,2ND,15.0,0.0,,45:30.8,,2ND,15.0,False,False,False
776,data/frames/game_6/frame_000776.jpg,,2ND,14.0,False,False,False,,2ND,14.0,0.0,,45:30.8,,2ND,14.0,False,False,False
777,data/frames/game_6/frame_000777.jpg,12:07,2ND,14.0,False,False,False,12:07,2ND,14.0,0.0,,45:30.8,12:07,2ND,14.0,False,False,False
778,data/frames/game_6/frame_000778.jpg,12:07,2ND,13.0,False,False,False,12:07,2ND,13.0,0.0,,45:30.8,12:07,2ND,13.0,False,False,False
779,data/frames/game_6/frame_000779.jpg,12:07,2ND,13.0,False,False,False,12:07,2ND,13.0,0.0,,45:30.8,12:07,2ND,13.0,False,False,False
780,data/frames/game_6/frame_000780.jpg,12:07,2ND,12.0,False,False,False,12:07,2ND,12.0,0.0,,45:30.8,12:07,2ND,12.0,False,False,False
781,data/frames/game_6/frame_000781.jpg,12:07,2ND,12.0,False,False,False,12:07,2ND,12.0,0.0,,45:30.8,12:07,2ND,12.0,False,False,False
782,data/frames/game_6/frame_000782.jpg,12:07,2ND,11.0,False,False,False,12:07,2ND,11.0,0.0,,45:30.8,12:07,2ND,11.0,False,False,False
783,data/frames/game_6/frame_000783.jpg,12:07,2ND,11.0,False,False,False,12:07,2ND,11.0,0.0,,45:30.8,12:07,2ND,11.0,False,False,False
784,data/frames/game_6/frame_000784.jpg,12:07,2ND,10.0,False,False,False,12:07,2ND,10.0,0.0,,45:30.8,12:07,2ND,10.0,False,False,False
785,data/frames/game_6/frame_000785.jpg,12:07,2ND,10.0,False,False,False,12:07,2ND,10.0,0.0,,45:30.8,12:07,2ND,10.0,False,False,False
786,data/frames/game_6/frame_000786.jpg,12:07,2ND,9.0,False,False,False,12:07,2ND,9.0,0.0,,45:30.8,12:07,2ND,9.0,False,False,False
787,data/frames/game_6/frame_000787.jpg,12:07,2ND,9.0,False,False,False,12:07,2ND,9.0,0.0,,45:30.8,12:07,2ND,9.0,False,False,False
788,data/frames/game_6/frame_000788.jpg,12:07,2ND,8.0,False,False,False,12:07,2ND,8.0,0.0,,45:30.8,12:07,2ND,8.0,False,False,False
789,data/frames/game_6/frame_000789.jpg,12:07,2ND,8.0,False,False,False,12:07,2ND,8.0,0.0,,45:30.8,12:07,2ND,8.0,False,False,False
790,data/frames/game_6/frame_000790.jpg,12:07,2ND,7.0,False,False,False,12:07,2ND,7.0,0.0,,45:30.8,12:07,2ND,7.0,False,False,False
791,data/frames/game_6/frame_000791.jpg,12:07,2ND,7.0,False,False,False,12:07,2ND,7.0,0.0,,45:30.8,12:07,2ND,7.0,False,False,False
792,data/frames/game_6/frame_000792.jpg,12:07,2ND,40.0,False,False,False,12:07,2ND,40.0,0.0,,45:30.8,12:07,2ND,40.0,False,False,False
793,data/frames/game_6/frame_000793.jpg,12:07,2ND,40.0,False,False,False,12:07,2ND,40.0,0.0,,45:30.8,12:07,2ND,40.0,False,False,False
794,data/frames/game_6/frame_000794.jpg,12:06,2ND,40.0,False,False,False,12:06,2ND,40.0,0.0,,45:30.8,12:06,2ND,40.0,False,False,False
795,data/frames/game_6/frame_000795.jpg,12:06,2ND,40.0,False,False,False,12:06,2ND,40.0,0.0,,45:30.8,12:06,2ND,40.0,False,False,False
796,data/frames/game_6/frame_000796.jpg,12:05,2ND,40.0,False,False,False,12:05,2ND,40.0,0.0,,45:30.8,12:05,2ND,40.0,False,False,False
797,data/frames/game_6/frame_000797.jpg,12:05,2ND,40.0,False,False,False,12:05,2ND,40.0,0.0,,45:30.8,12:05,2ND,40.0,False,False,False
798,data/frames/game_6/frame_000798.jpg,12:04,2ND,40.0,False,False,False,12:04,2ND,40.0,0.0,,45:30.8,12:04,2ND,40.0,False,False,False
799,data/frames/game_6/frame_000799.jpg,12:04,2ND,40.0,False,False,False,12:04,2ND,40.0,0.0,,45:30.8,12:04,2ND,40.0,False,False,False
800,data/frames/game_6/frame_000800.jpg,12:03,2ND,40.0,False,False,False,12:03,2ND,40.0,0.0,,45:30.8,12:03,2ND,40.0,False,False,False
801,data/frames/game_6/frame_000801.jpg,12:03,2ND,40.0,False,False,False,12:03,2ND,40.0,0.0,,45:30.8,12:03,2ND,40.0,False,False,False
802,data/frames/game_6/frame_000802.jpg,12:02,2ND,40.0,False,False,False,12:02,2ND,40.0,0.0,,45:30.8,12:02,2ND,40.0,False,False,False
803,data/frames/game_6/frame_000803.jpg,12:02,2ND,40.0,False,False,False,12:02,2ND,40.0,0.0,,45:30.8,12:02,2ND,40.0,False,False,False
804,data/frames/game_6/frame_000804.jpg,12:01,2ND,40.0,False,False,False,12:01,2ND,40.0,0.0,,45:30.8,12:01,2ND,40.0,False,False,False
805,data/frames/game_6/frame_000805.jpg,12:01,2ND,40.0,False,False,False,12:01,2ND,40.0,0.0,,45:30.8,12:01,2ND,40.0,False,False,False
806,data/frames/game_6/frame_000806.jpg,12:00,2ND,40.0,False,False,False,12:00,2ND,40.0,0.0,,45:30.8,12:00,2ND,40.0,False,False,False
807,data/frames/game_6/frame_000807.jpg,12:00,2ND,40.0,False,False,False,12:00,2ND,40.0,0.0,,45:30.8,12:00,2ND,40.0,False,False,False
808,data/frames/game_6/frame_000808.jpg,11:59,2ND,40.0,False,False,False,11:59,2ND,40.0,0.0,,45:30.8,11:59,2ND,40.0,False,False,False
809,data/frames/game_6/frame_000809.jpg,11:59,2ND,40.0,False,False,False,11:59,2ND,40.0,0.0,,45:30.8,11:59,2ND,40.0,False,False,False
810,data/frames/game_6/frame_000810.jpg,11:58,2ND,39.0,False,False,False,11:58,2ND,39.0,0.0,,45:30.8,11:58,2ND,39.0,False,False,False
811,data/frames/game_6/frame_000811.jpg,11:58,2ND,39.0,True,False,False,1:58,2ND,39.0,0.9,anomaly_correction,45:30.8,11:58,2ND,39.0,True,False,False
812,data/frames/game_6/frame_000812.jpg,11:57,2ND,38.0,False,False,False,11:57,2ND,38.0,0.0,,45:30.8,11:57,2ND,38.0,False,False,False
813,data/frames/game_6/frame_000813.jpg,11:57,2ND,38.0,False,False,False,11:57,2ND,38.0,0.0,,45:30.8,11:57,2ND,38.0,False,False,False
814,data/frames/game_6/frame_000814.jpg,11:56,2ND,37.0,False,False,False,11:56,2ND,37.0,0.0,,45:30.8,11:56,2ND,37.0,False,False,False
815,data/frames/game_6/frame_000815.jpg,11:56,2ND,37.0,False,False,False,11:56,2ND,37.0,0.0,,45:30.8,11:56,2ND,37.0,False,False,False
816,data/frames/game_6/frame_000816.jpg,11:55,2ND,36.0,False,False,False,11:55,2ND,36.0,0.0,,45:30.8,11:55,2ND,36.0,False,False,False
817,data/frames/game_6/frame_000817.jpg,11:55,2ND,36.0,False,False,False,11:55,2ND,36.0,0.0,,45:30.8,11:55,2ND,36.0,False,False,False
818,data/frames/game_6/frame_000818.jpg,11:54,2ND,36.0,False,False,False,11:54,2ND,36.0,0.0,,45:30.8,11:54,2ND,36.0,False,False,False
819,data/frames/game_6/frame_000819.jpg,11:54,2ND,35.0,False,False,False,11:54,2ND,35.0,0.0,,45:30.8,11:54,2ND,35.0,False,False,False
820,data/frames/game_6/frame_000820.jpg,11:53,2ND,34.0,False,False,False,11:53,2ND,34.0,0.0,,45:30.8,11:53,2ND,34.0,False,False,False
821,data/frames/game_6/frame_000821.jpg,11:53,2ND,34.0,False,False,False,11:53,2ND,34.0,0.0,,45:30.8,11:53,2ND,34.0,False,False,False
822,data/frames/game_6/frame_000822.jpg,11:52,2ND,33.0,False,False,False,11:52,2ND,33.0,0.0,,45:30.8,11:52,2ND,33.0,False,False,False
823,data/frames/game_6/frame_000823.jpg,11:52,2ND,33.0,False,False,False,11:52,2ND,33.0,0.0,,45:30.8,11:52,2ND,33.0,False,False,False
824,data/frames/game_6/frame_000824.jpg,11:51,2ND,32.0,False,False,False,11:51,2ND,32.0,0.0,,45:30.8,11:51,2ND,32.0,False,False,False
825,data/frames/game_6/frame_000825.jpg,11:51,2ND,32.0,False,False,False,11:51,2ND,32.0,0.0,,45:30.8,11:51,2ND,32.0,False,False,False
826,data/frames/game_6/frame_000826.jpg,11:50,2ND,31.0,False,False,False,11:50,2ND,31.0,0.0,,45:30.8,11:50,2ND,31.0,False,False,False
827,data/frames/game_6/frame_000827.jpg,11:50,2ND,31.0,False,False,False,11:50,2ND,31.0,0.0,,45:30.8,11:50,2ND,31.0,False,False,False
828,data/frames/game_6/frame_000828.jpg,11:49,2ND,30.0,False,False,False,11:49,2ND,30.0,0.0,,45:30.8,11:49,2ND,30.0,False,False,False
829,data/frames/game_6/frame_000829.jpg,11:49,2ND,30.0,False,False,False,11:49,2ND,30.0,0.0,,45:30.8,11:49,2ND,30.0,False,False,False
830,data/frames/game_6/frame_000830.jpg,11:48,2ND,29.0,False,False,False,11:48,2ND,29.0,0.0,,45:30.8,11:48,2ND,29.0,False,False,False
831,data/frames/game_6/frame_000831.jpg,11:48,2ND,29.0,False,False,False,11:48,2ND,29.0,0.0,,45:30.8,11:48,2ND,29.0,False,False,False
832,data/frames/game_6/frame_000832.jpg,11:47,2ND,28.0,False,False,False,11:47,2ND,28.0,0.0,,45:30.8,11:47,2ND,28.0,False,False,False
833,data/frames/game_6/frame_000833.jpg,11:47,2ND,28.0,False,False,False,11:47,2ND,28.0,0.0,,45:30.8,11:47,2ND,28.0,False,False,False
834,data/frames/game_6/frame_000834.jpg,11:46,2ND,27.0,False,False,False,11:46,2ND,27.0,0.0,,45:30.8,11:46,2ND,27.0,False,False,False
835,data/frames/game_6/frame_000835.jpg,11:46,2ND,27.0,False,False,False,11:46,2ND,27.0,0.0,,45:30.8,11:46,2ND,27.0,False,False,False
836,data/frames/game_6/frame_000836.jpg,11:45,2ND,26.0,False,False,False,11:45,2ND,26.0,0.0,,45:30.8,11:45,2ND,26.0,False,False,False
837,data/frames/game_6/frame_000837.jpg,11:45,2ND,26.0,False,False,False,11:45,2ND,26.0,0.0,,45:30.8,11:45,2ND,26.0,False,False,False
838,data/frames/game_6/frame_000838.jpg,11:44,2ND,25.0,False,False,False,11:44,2ND,25.0,0.0,,45:30.8,11:44,2ND,25.0,False,False,False
839,data/frames/game_6/frame_000839.jpg,11:44,2ND,25.0,False,False,False,11:44,2ND,25.0,0.0,,45:30.8,11:44,2ND,25.0,False,False,False
840,data/frames/game_6/frame_000840.jpg,11:43,2ND,24.0,False,False,False,11:43,2ND,24.0,0.0,,45:30.8,11:43,2ND,24.0,False,False,False
841,data/frames/game_6/frame_000841.jpg,11:43,2ND,24.0,False,False,False,11:43,2ND,24.0,0.0,,45:30.8,11:43,2ND,24.0,False,False,False
842,data/frames/game_6/frame_000842.jpg,11:42,2ND,23.0,False,False,False,11:42,2ND,23.0,0.0,,45:30.8,11:42,2ND,23.0,False,False,False
843,data/frames/game_6/frame_000843.jpg,11:42,2ND,23.0,False,False,False,11:42,2ND,23.0,0.0,,45:30.8,11:42,2ND,23.0,False,False,False
844,data/frames/game_6/frame_000844.jpg,11:41,2ND,22.0,False,False,False,11:41,2ND,22.0,0.0,,45:30.8,11:41,2ND,22.0,False,False,False
845,data/frames/game_6/frame_000845.jpg,11:41,2ND,22.0,False,False,False,11:41,2ND,22.0,0.0,,45:30.8,11:41,2ND,22.0,False,False,False
846,data/frames/game_6/frame_000846.jpg,11:40,2ND,21.0,False,False,False,11:40,2ND,21.0,0.0,,45:30.8,11:40,2ND,21.0,False,False,False
847,data/frames/game_6/frame_000847.jpg,11:40,2ND,21.0,False,False,False,11:40,2ND,21.0,0.0,,45:30.8,11:40,2ND,21.0,False,False,False
848,data/frames/game_6/frame_000848.jpg,11:39,2ND,20.0,False,False,False,11:39,2ND,20.0,0.0,,45:30.8,11:39,2ND,20.0,False,False,False
849,data/frames/game_6/frame_000849.jpg,11:39,2ND,20.0,False,False,False,11:39,2ND,20.0,0.0,,45:30.8,11:39,2ND,20.0,False,False,False
850,data/frames/game_6/frame_000850.jpg,11:38,2ND,19.0,True,False,False,1:38,2ND,19.0,0.9,anomaly_correction,45:30.8,11:38,2ND,19.0,True,False,False
851,data/frames/game_6/frame_000851.jpg,11:38,2ND,19.0,False,False,False,11:38,2ND,19.0,0.0,,45:30.8,11:38,2ND,19.0,False,False,False
852,data/frames/game_6/frame_000852.jpg,11:37,2ND,18.0,False,False,False,11:37,2ND,18.0,0.0,,45:30.8,11:37,2ND,18.0,False,False,False
853,data/frames/game_6/frame_000853.jpg,11:37,2ND,18.0,False,False,False,11:37,2ND,18.0,0.0,,45:30.8,11:37,2ND,18.0,False,False,False
854,data/frames/game_6/frame_000854.jpg,11:36,2ND,17.0,False,False,False,11:36,2ND,17.0,0.0,,45:30.8,11:36,2ND,17.0,False,False,False
855,data/frames/game_6/frame_000855.jpg,11:36,2ND,17.0,False,False,False,11:36,2ND,17.0,0.0,,45:30.8,11:36,2ND,17.0,False,False,False
856,data/frames/game_6/frame_000856.jpg,11:35,2ND,16.0,False,False,False,11:35,2ND,16.0,0.0,,45:30.8,11:35,2ND,16.0,False,False,False
857,data/frames/game_6/frame_000857.jpg,11:35,2ND,16.0,False,False,False,11:35,2ND,16.0,0.0,,45:30.8,11:35,2ND,16.0,False,False,False
858,data/frames/game_6/frame_000858.jpg,11:34,2ND,15.0,False,False,False,11:34,2ND,15.0,0.0,,45:30.8,11:34,2ND,15.0,False,False,False
859,data/frames/game_6/frame_000859.jpg,11:34,2ND,15.0,False,False,False,11:34,2ND,15.0,0.0,,45:30.8,11:34,2ND,15.0,False,False,False
860,data/frames/game_6/frame_000860.jpg,11:33,2ND,14.0,False,False,False,11:33,2ND,14.0,0.0,,45:30.8,11:33,2ND,14.0,False,False,False
861,data/frames/game_6/frame_000861.jpg,11:33,2ND,14.0,False,False,False,11:33,2ND,14.0,0.0,,45:30.8,11:33,2ND,14.0,False,False,False
862,data/frames/game_6/frame_000862.jpg,11:32,2ND,13.0,False,False,False,11:32,2ND,13.0,0.0,,45:30.8,11:32,2ND,13.0,False,False,False
863,data/frames/game_6/frame_000863.jpg,11:32,2ND,13.0,False,False,False,11:32,2ND,13.0,0.0,,45:30.8,11:32,2ND,13.0,False,False,False
864,data/frames/game_6/frame_000864.jpg,11:31,2ND,12.0,False,False,False,11:31,2ND,12.0,0.0,,45:30.8,11:31,2ND,12.0,False,False,False
865,data/frames/game_6/frame_000865.jpg,11:31,2ND,12.0,False,False,False,11:31,2ND,12.0,0.0,,45:30.8,11:31,2ND,12.0,False,False,False
